店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足,NO,区
F0110,ハニココスイーツ,ハニココスイーツ,,静岡県浜松市西区古人見町709,4311113,221309,静岡県,,浜松市,西区,古人見町709,,34.729386,137.633957,7671,喫茶店,,,,,(053)489-9760,,,http://www.honeycocosweets.com/,,,,,,,,,2020-08-18,,,84,西区
F0111,味の木下,アジノキシタ,,静岡県浜松市中区田町324-24,4300944,221309,静岡県,,浜松市,中区,田町324-24,,34.707442,137.730511,7621,日本料理店,,,,,(053)456-2374,,,,,,,,,,,,2020-08-18,,,85,中区
F0115,浜名湖かんざんじ温泉　サゴーロイヤルホテル（レストラン会場・空海）,ハマナコカンザンジオンセンサゴーロイヤルホテル,,静岡県浜松市西区舘山寺町3302,4311209,221309,静岡県,,浜松市,西区,舘山寺町3302,,34.767658,137.611952,7699,他に分類されない飲食店,,,,,(053)487-0711,,,https://www.3535.co.jp/royal/,,,,,,,,,2020-08-18,,,86,西区
F0117,真鯛のだししゃぶ・五徳料理　しんせ,マダイノダシサブゴトクリョウリシンセ,,静岡県浜松市中区千歳町76-5Yビル1階,4300934,221309,静岡県,,浜松市,中区,千歳町76-5,Yビル1階,34.703679,137.730499,7651,酒場，ビヤホール,,,,,(053)453-5090,,,https://gotokusince.hamazo.tv/,,,,,,,,,2020-08-18,,,87,中区
F0070,鮨和,スシカズ,,静岡県浜松市中区鍛冶町2-7,4300933,221309,静岡県,,浜松市,中区,鍛冶町2-7,,34.703344,137.732212,7641,すし店,,,,,(053)454-6662,,,,,,,,,,,,2020-08-19,,,88,中区
F0090,abuu,アブー,,静岡県浜松市中区神明町223-33ワールドプラザ浜松403,4300931,221309,静岡県,,浜松市,中区,神明町223-33,ワールドプラザ浜松403,34.708352,137.728799,7651,酒場，ビヤホール,,,,,,,,,,,,,,,,,2020-08-19,,,89,中区
F0100,花はな,ハナハナ,,"静岡県浜松市中区田町330-17TKIビル 1F",4300944,221309,静岡県,,浜松市,中区,田町330-17,"TKIビル 1F",34.706187,137.731857,7651,酒場，ビヤホール,,,,,(053)451-8787,,,,,,,,,,,,2020-08-19,,,90,中区
F0101,彩席かわかみ,サイセキカワカミ,,静岡県浜松市中区肴町318-16かわかみビル1階,4300932,221309,静岡県,,浜松市,中区,肴町318-16,かわかみビル1階,34.706305,137.729911,7621,日本料理店,,,,,(053)452-3777,,,,,,,,,,,,2020-08-19,,,91,中区
F0108,グランドホテル浜松　朱茂琳,グランドホテルハママツツモリン,,静岡県浜松市中区東伊場1-3-1,4328036,221309,静岡県,,浜松市,中区,東伊場1-3-1,,34.701180,137.722545,7623,中華料理店,,,,,(053)452-7018,,,https://www.grandhotel.jp/hamamatsu/,,,,,,,,,2020-08-19,,,92,中区
F0119,酒ノきのした,サケノキノシタ,,静岡県浜松市中区千歳町74-6アダムビル2F,4300934,221309,静岡県,,浜松市,中区,千歳町74-6,アダムビル2F,34.703980,137.730694,7651,酒場，ビヤホール,,,,,(053)458-1203,,,,,,,,,,,,2020-08-19,,,93,中区
F0121,とろろや　佐鳴台本店,トロロヤサナルダイホンテン,,静岡県浜松市中区佐鳴台2-10-21,4328021,221309,静岡県,,浜松市,中区,佐鳴台2-10-21,,34.704229,137.696575,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)448-1905,,,http://www.tororoya.com/,,,,,,,,,2020-08-19,,,94,中区
F0122,とろろや　メイワン店,トロロヤメイワンテン,,静岡県浜松市中区砂山町6-1,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,,34.704168,137.734452,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)413-1466,,,http://www.tororoya.com/,,,,,,,,,2020-08-19,,,95,中区
F0124,とんかつ　八兵衛,トンカツハチベイ,,静岡県浜松市西区入野町611-1,4328061,221309,静岡県,,浜松市,西区,入野町611-1,,34.700755,137.698131,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)436-1305,,,https://www.hatibe.com/,,,,,,,,,2020-08-19,,,96,西区
F0126,スナック　パピー,スナックパピー,,静岡県浜松市中区板屋町100-16,4300928,221309,静岡県,,浜松市,中区,板屋町100-16,,34.708467,137.733959,7651,酒場，ビヤホール,,,,,(053)454-1173,,,,,,,,,,,,2020-08-19,,,97,中区
F0130,やま文,ヤマブン,,静岡県浜松市中区板屋町686株式会社やま文,4300928,221309,静岡県,,浜松市,中区,板屋町686,株式会社やま文,34.706630,137.735190,7621,日本料理店,,,,,(053)454-1550,,,http://www.yamabun.jp/,,,,,,,,,2020-08-19,,,98,中区
F0134,すゞめや,スズメヤ,,静岡県浜松市中区板屋町664,4300928,221309,静岡県,,浜松市,中区,板屋町664,,34.707043,137.734372,7651,酒場，ビヤホール,,,,,(053)453-2594,,,,,,,,,,,,2020-08-19,,,99,中区
F0141,居酒屋飛騨,イザカヤヒダ,,静岡県浜松市中区千歳町10-1,4300934,221309,静岡県,,浜松市,中区,千歳町10-1,,34.703398,137.729401,7651,酒場，ビヤホール,,,,,(053)456-5320,,,,,,,,,,,,2020-08-19,,,100,中区
F0144,Ligare,リガーレ,,"静岡県浜松市中区鍛冶町319-24 2階",4300933,221309,静岡県,,浜松市,中区,鍛冶町319-24,2階,34.705791,137.729893,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)488-6006,,,,,,,,,,,,2020-08-19,,,101,中区
F0147,焼酎酒房　呼子,ショウチュウシュボウ　ヨビコ,,静岡県浜松市中区紺屋町306-43アルテッツァ紺屋町1階,4300938,221309,静岡県,,浜松市,中区,紺屋町306-43,アルテッツァ紺屋町1階,34.707667,137.726266,7651,酒場，ビヤホール,,,,,(053)454-5141,,,,,,,,,,,,2020-08-19,,,102,中区
F0148,うおかっちゃん,ウオカッチャン,,静岡県浜松市中区砂山町6-1浜松駅ビルメイワン7Fレストランフロア,4300926,221309,静岡県,,浜松市,中区,砂山町6-1,浜松駅ビルメイワン7Fレストランフロア,34.704168,137.734452,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-4066,,,https://www.uokacchan.net/,,,,,,,,,2020-08-19,,,103,中区
F0149,和らぎ,ヤワラギ,,静岡県浜松市浜北区本沢合888-13,4340014,221309,静岡県,,浜松市,浜北区,本沢合888-13,,34.808368,137.795150,7651,酒場，ビヤホール,,,,,(053)585-5558,,,https://yawaragi-hamakita.com/,,,,,,,,,2020-08-19,,,104,浜北区
F0166,フォーハノイセカンド浜松板屋町店,フォーハノイセカンドハママツイタヤマチテン,,静岡県浜松市中区板屋町104-1ディーズタワー1F,4300928,221309,静岡県,,浜松市,中区,板屋町104-1,ディーズタワー1F,34.706344,137.732857,7629,その他の専門料理店,,,,,(053)455-0011,,,http://oishii-hamamatsu2.com/,,,,,,,,,2020-08-19,,,105,中区
F0168,浜松ホルモン酒場もんもん,ハママツホルモンサカバモンモン,,"静岡県浜松市中区田町315-22ぬいやビル 1F",4300944,221309,静岡県,,浜松市,中区,田町315-22,"ぬいやビル 1F",34.707967,137.729398,7625,焼き肉店,,,,,(053)457-1780,,,https://www.chilldiner.com/,,,,,,,,,2020-08-19,,,106,中区
F0172,串家物語イオンモール浜松志都呂店,クシヤモノガタリイオンモールハママツシトロテン,,静岡県浜松市西区志都呂2-37-1イオンモール浜松志都呂2F,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,イオンモール浜松志都呂2F,34.697180,137.649390,7629,その他の専門料理店,,,,,(053)415-0310,,,http://www.kushi-ya.com/,,,,,,,,,2020-08-19,,,107,西区
F0097,寿し半和楽,スシハンワラク,,静岡県浜松市中区板屋町111-2浜松アクトタワー31階,4307731,221309,静岡県,,浜松市,中区,板屋町111-2,浜松アクトタワー31階,34.705231,137.735788,7641,すし店,,,,,(053)459-0788,,,https://sushihan.jp/,,,,,,,,,2020-08-20,,,108,中区
F0104,浜菜坊,ハマナボウ,,静岡県浜松市西区舞阪町弁天島3101,4310214,221309,静岡県,,浜松市,西区,舞阪町弁天島3101,,34.694378,137.644421,7621,日本料理店,,,,,(053)592-1676,,,http://www.hamanabo.co.jp/,,,,,,,,,2020-08-20,,,109,西区
F0112,REGALO,レガロ,,静岡県浜松市中区肴町317-19植村屋ビル1F,4300932,221309,静岡県,,浜松市,中区,肴町317-19,植村屋ビル1F,34.706639,137.729416,7651,酒場，ビヤホール,,,,,(053)450-4333,,,,,,,,,,,,2020-08-20,,,110,中区
F0113,天晴,アッパレ,,静岡県浜松市中区肴町317-19植村屋ビル2F,4300932,221309,静岡県,,浜松市,中区,肴町317-19,植村屋ビル2F,34.706639,137.729416,7651,酒場，ビヤホール,,,,,(053)458-1428,,,,,,,,,,,,2020-08-20,,,111,中区
F0114,ミュゼ四ツ池,ミュゼヨツイケ,,静岡県浜松市中区幸3-5-8,4338123,221309,静岡県,,浜松市,中区,幸3-5-8,,34.742205,137.727790,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)474-1161,,,https://www.musee4.com/,,,,,,,,,2020-08-20,,,112,中区
F0116,鳥貴族　サンストリート浜北店,トリキゾクサンストリートハマキタテン,,静岡県浜松市浜北区平口2861番地　サンストリート浜北1階,4340041,221309,静岡県,,浜松市,浜北区,平口2861番地,サンストリート浜北1階,34.794831,137.760828,7651,酒場，ビヤホール,,,,,(053)401-8133,,,https://www.torikizoku.co.jp/shops/detail/696,,,,,,,,,2020-08-20,,,113,浜北区
F0123,とろろや　三方原店,トロロヤミカタバラテン,,静岡県浜松市北区東三方町109-2,4338104,221309,静岡県,,浜松市,北区,東三方町109-2,,34.695933,137.636079,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)436-1305,,,http://www.tororoya.com/,,,,,,,,,2020-08-20,,,114,北区
F0127,"LE HACO",ルアコ,,静岡県浜松市中区鍛冶町2-7鈴木ビル1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町2-7,鈴木ビル1F,34.703344,137.732212,7651,酒場，ビヤホール,,,,,(053)452-8003,,,https://www.lehaco.me/,,,,,,,,,2020-08-20,,,115,中区
F0140,しゅん助支店,シュンスケシテン,,静岡県浜松市中区蜆塚2-13-2,4328018,221309,静岡県,,浜松市,中区,蜆塚2-13-2,,34.695933,137.636079,7641,すし店,,,,,(053)456-2468,,,https://syunsuke-shiten.wixsite.com/website,,,,,,,,,2020-08-20,,,116,中区
F0142,食と酒と音を結ぶ和　和音,ショクトサケトオトヲムスブワカズネ,,静岡県浜松市中区紺屋町306-43アルテッツァ紺屋町1階,4300938,221309,静岡県,,浜松市,中区,紺屋町306-43,アルテッツァ紺屋町1階,34.707667,137.726266,7651,酒場，ビヤホール,,,,,(053)525-7677,,,https://m.facebook.com/kazuneakari/,,,,,,,,,2020-08-20,,,117,中区
F0156,美笠,ミカサ,,静岡県浜松市中区元浜町138-1,4300942,221309,静岡県,,浜松市,中区,元浜町138-1,,34.694378,137.644421,7621,日本料理店,,,,,(053)473-4811,,,http://enkai.biz/,,,,,,,,,2020-08-20,,,118,中区
F0157,鳥貴族　浜松モール街店,トリキゾクハママツモールガイテン,,静岡県浜松市中区千歳町99-1忠内ビル2階,4300934,221309,静岡県,,浜松市,中区,千歳町99-1,忠内ビル2階,34.697593,137.645906,7699,他に分類されない飲食店,,,,,(053)401-2811,,,https://www.torikizoku.co.jp/shops/detail/547,,,,,,,,,2020-08-20,,,119,中区
F0159,和食なかむら,ワショクナカムラ,,静岡県浜松市東区上西町41-26,4350048,221309,静岡県,,浜松市,東区,上西町41-26,,34.720356,137.757398,7621,日本料理店,,,,,(053)463-4345,,,,,,,,,,,,2020-08-20,,,120,東区
F0162,カラオケ喫茶スナック優歌,カラオケキッサスナックユウカ,,静岡県浜松市中区萩丘1-10-8,4338121,221309,静岡県,,浜松市,中区,萩丘1-10-8,,34.748443,137.724256,7671,喫茶店,,,,,(053)475-3755,,,,,,,,,,,,2020-08-20,,,121,中区
F0179,はっ葉,ハッパ,,静岡県浜松市南区高塚町4382,4328065,221309,静岡県,,浜松市,南区,高塚町4382,,34.687627,137.686484,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)445-4045,,,https://happa-64.com/,,,,,,,,,2020-08-20,,,122,南区
F0088,日本酒少量飲み比べの店　酒蔵,ニホンシュショウリョウノミクラベノミセサカグラ,,静岡県浜松市中区佐鳴台3丁目28の18,4328021,221309,静岡県,,浜松市,中区,佐鳴台3-28-18,,34.704906,137.694902,7651,酒場，ビヤホール,,,,,(053)448-1791,,,,,,,,,,,,2020-08-21,,,123,中区
F0135,ありがとう,アリガトウ,,静岡県浜松市東区原島町144-1,4350047,221309,静岡県,,浜松市,東区,原島町144-1,,34.729206,137.771242,7671,喫茶店,,,,,(053)464-8020,,,,,,,,,,,,2020-08-21,,,124,東区
F0137,居酒屋コステロ,イザカヤコステロ,,静岡県浜松市東区天王町243,4350052,221309,静岡県,,浜松市,東区,天王町243,,34.740623,137.777066,7651,酒場，ビヤホール,,,,,(053)421-6110,,,,,,,,,,,,2020-08-21,,,125,東区
F0146,フジヤマ55浜松中央店,フジヤマゴーゴー,,静岡県浜松市中区鍛冶町100-1ザザシティ中央館1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町100-1,ザザシティ中央館1F,34.705113,137.730309,7624,ラーメン店,,,,,(053)457-3701,,,http://fujiyama55.arigatou-hamamatsu.co.jp/,,,,,,,,,2020-08-21,,,126,中区
F0152,日本料理　日の出,ニホンリョウリヒノデ,,静岡県浜松市中区千歳町19-18,4300934,221309,静岡県,,浜松市,中区,千歳町19-18,,34.703956,137.729336,7621,日本料理店,,,,,(053)458-5008,,,http://www.titose-hinode.com/,,,,,,,,,2020-08-21,,,127,中区
F0155,鳥貴族　浜松天王店,トリキゾクハママツテンノウテン,,静岡県浜松市東区天王町字諏訪1981-6,4350052,221309,静岡県,,浜松市,東区,天王町字諏訪1981-6,,34.740150,137.762800,7629,その他の専門料理店,,,,,(053)589-3011,,,https://www.torikizoku.co.jp/shops/detail/615,,,,,,,,,2020-08-21,,,128,東区
F0158,蘭天,ランテン,,静岡県浜松市東区半田山4-41-1,4313125,221309,静岡県,,浜松市,東区,半田山4-41-1,,34.777551,137.741298,7623,中華料理店,,,,,(053)435-4656,,,http://www.ranten.jp/,,,,,,,,,2020-08-21,,,129,東区
F0167,スパ152,スパイチゴーニ,,静岡県浜松市浜北区内野4544,4340044,221309,静岡県,,浜松市,浜北区,内野4544,,34.777078,137.760934,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)545-7532,,,http://www.o-ba.jp/,,,,,,,,,2020-08-21,,,130,浜北区
F0169,アフタヌーンティーティールーム（遠鉄百貨店）,アフタヌーンティーティールーム,,静岡県浜松市中区旭町12-1遠鉄百貨店　新館1階,4300927,221309,静岡県,,浜松市,中区,旭町12-1,遠鉄百貨店　新館1階,34.704320,137.732876,7671,喫茶店,,,,,(053)415-8951,,,,,,,,,,,,2020-08-21,,,131,中区
F0170,星乃珈琲店（遠鉄百貨店）,ホシノコーヒーテン,,静岡県浜松市中区砂山町320-2遠鉄百貨店　本館2階,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,遠鉄百貨店　本館2階,34.703839,137.733401,7671,喫茶店,,,,,(053)457-5513,,,,,,,,,,,,2020-08-21,,,132,中区
F0171,"LOLO Centro Cafe（遠鉄百貨店）",ロロチェントロカフェ,,静岡県浜松市中区旭町12-1遠鉄百貨店　新館6階,4300927,221309,静岡県,,浜松市,中区,旭町12-1,遠鉄百貨店　新館6階,34.704320,137.732876,7671,喫茶店,,,,,(053)457-6880,,,https://www.lo-company.jp/,,,,,,,,,2020-08-21,,,133,中区
F0176,ふぁみりあ,ファミリア,,静岡県浜松市南区飯田町677,4350028,221309,静岡県,,浜松市,南区,飯田町677,,34.707009,137.773321,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)467-1126,,,,,,,,,,,,2020-08-21,,,134,南区
F0177,ラーメン三太モール街店,ラーメンサンタモールガイテン,,静岡県浜松市中区千歳町101,4300934,221309,静岡県,,浜松市,中区,千歳町101,,34.704113,137.730937,7624,ラーメン店,,,,,(053)458-3364,,,,,,,,,,,,2020-08-21,,,135,中区
F0178,細麺三太,ホソメンサンタ,,静岡県浜松市中区田町323-1,4300944,221309,静岡県,,浜松市,中区,田町323-1,,34.707480,137.730011,7624,ラーメン店,,,,,(053)456-2557,,,,,,,,,,,,2020-08-21,,,136,中区
F0182,ドトールコーヒーショップEneJet浜松上島店,ドトールコーヒーショップエネジェットハママツカミジマテン,,静岡県浜松市中区上島6-1-39,4338122,221309,静岡県,,浜松市,中区,上島6-1-39,,34.739713,137.736985,7671,喫茶店,,,,,(053)474-5665,,,https://www.entetsusekiyu.co.jp/carlife/ss/kamijima/,,,,,,,,,2020-08-21,,,137,中区
F0183,スナックみずき,スナックミズキ,,静岡県浜松市中区神明町223-33ワールドプラザビル303,4300931,221309,静岡県,,浜松市,中区,神明町223-33,ワールドプラザビル303,34.708352,137.728799,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)458-0200,,,,,,,,,,,,2020-08-21,,,138,中区
F0184,Argent,アルジャン,,静岡県浜松市北区初生町334-9,4338112,221309,静岡県,,浜松市,北区,初生町334-9,,34.760398,137.724881,7651,酒場，ビヤホール,,,,,(053)437-2503,,,,,,,,,,,,2020-08-21,,,139,北区
F0193,食事処　まるまる屋（サンストリート浜北　風と月）,マルマルヤ,,静岡県浜松市浜北区平口2861,4340041,221309,静岡県,,浜松市,浜北区,平口2861,,34.794831,137.760828,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)584-5060,,,,,,,,,,,,2020-08-21,,,140,浜北区
F0133,アスール,アスール,,静岡県浜松市中区田町315-22ぬいやビル2階北,4300944,221309,静岡県,,浜松市,中区,田町315-22,ぬいやビル2階北,34.707967,137.729398,7651,酒場，ビヤホール,,,,,(053)456-2513,,,,,,,,,,,,2020-08-24,,,141,中区
F0143,34DINER,サンシーダイナー,,静岡県浜松市中区大工町311-18第一ビル1F,4320936,221309,静岡県,,浜松市,中区,大工町311-18,第一ビル1F,34.705241,137.727782,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)452-5880,,,https://34diner.owst.jp/,,,,,,,,,2020-08-24,,,142,中区
F0150,憩い処　粋人,イコイドコロスイジン,,静岡県浜松市中区鴨江3-29-25,4328023,221309,静岡県,,浜松市,中区,鴨江3-29-25,,34.708930,137.714731,7651,酒場，ビヤホール,,,,,(053)454-5776,,,,,,,,,,,,2020-08-24,,,143,中区
F0164,呉竹荘（4階個室）,クレタケソウ,,静岡県浜松市中区東伊場1-1-26,4328036,221309,静岡県,,浜松市,中区,東伊場1-1-26,,34.700358,137.724543,7622,料亭,,,,,(053)453-1511,,,https://villa-kuretake.co.jp/,,,,,,,,,2020-08-24,,,144,中区
