店舗ID,店舗_名称,店舗_名称_カナ,店舗_概要,店舗_所在地,店舗_所在地_郵便番号,店舗_所在地_全国地方公共団体コード,店舗_所在地_都道府県名,店舗_所在地_郡名,店舗_所在地_市区町村名,店舗_所在地_行政区名,店舗_所在地_町域名以降,店舗_所在地_建物名,店舗_所在地_緯度,店舗_所在地_経度,店舗_業態_産業分類コード,店舗_業態_産業分類名,店舗_画像,店舗_タグ,店舗_営業時間,店舗_定休日,店舗_電話番号,店舗_FAX番号,店舗_メールアドレス,店舗_Webサイト,店舗_地図,店舗_Twitter,店舗_Facebookページ,店舗_インスタグラム,店舗_LINE,店舗_テイクアウト対応フラグ,店舗_デリバリー対応フラグ,店舗_閉店フラグ,店舗_登録日,店舗_最終更新日,店舗_補足
F0097,寿し半和楽,スシハンワラク,,静岡県浜松市中区板屋町111-2浜松アクトタワー31階,4307731,221309,静岡県,,浜松市,中区,板屋町111-2,浜松アクトタワー31階,34.705231,137.735788,7641,すし店,,,,,(053)459-0788,,,https://sushihan.jp/,,,,,,,,,2020-08-20,,
F0094,おばんざいえん,オバンザイエン,,静岡県浜松市中区千歳町102番地クラシキビル1階,4300934,221309,静岡県,,浜松市,中区,千歳町102番地,クラシキビル1階,34.704178,137.731042,7651,酒場，ビヤホール,,,,,(053)456-7370,,,,,,,,,,,,2020-08-14,,
F0091,石松餃子浜北本店,イシマツギョウザハママツホンテン,,静岡県浜松市浜北区平口252-1,4340041,221309,静岡県,,浜松市,浜北区,平口252-1,,34.800569,137.761290,7629,その他の専門料理店,,,,,(053)586-8522,,,https://1402.jp/,,,,,,,,,2020-08-17,,
F0090,abuu,アブー,,静岡県浜松市中区神明町223-33ワールドプラザ浜松403,4300931,221309,静岡県,,浜松市,中区,神明町223-33,ワールドプラザ浜松403,34.708352,137.728799,7651,酒場，ビヤホール,,,,,,,,,,,,,,,,,2020-08-19,,
F0089,三代目鳥メロ浜松有楽街店,サンダイメトリメロハママツユウラクガイテン,,静岡県浜松市中区鍛冶町322-17,4300933,221309,静岡県,,浜松市,中区,鍛冶町322-17,,34.706375,137.730378,7651,酒場，ビヤホール,,,,,(050)1709-1156,,,,,,,,,,,,2020-08-17,,
F0087,喜乃八,キノハチ,,静岡県浜松市中区田町316-14,4300944,221309,静岡県,,浜松市,中区,田町316-14,,34.707337,137.729444,7621,日本料理店,,,,,(053)453-4953,,,,,,,,,,,,2020-08-14,,
F0086,ブルーブリックステーキハウス,ブルーブリックステーキハウス,,静岡県浜松市中区肴町318-16かわかみビル2階,4300932,221309,静岡県,,浜松市,中区,肴町318-16,かわかみビル2階,34.706305,137.729911,7629,その他の専門料理店,,,,,(053)451-2929,,,https://www.facebook.com/bluebricksteakhouse,,,,,,,,,2020-08-18,,
F0085,中国料理桃花林,チュウゴクリョウリトウカリン,,静岡県浜松市中区板屋町111-2オークラアクトシティホテル浜松2階,4307733,221309,静岡県,,浜松市,中区,板屋町111-2,オークラアクトシティホテル浜松2階,34.705231,137.735788,7623,中華料理店,,,,,(053)459-0111,,,https://www.act-okura.co.jp/,,,,,,,,,2020-08-14,,
F0084,鉄板焼さざんか,テッパンヤキサザンカ,,静岡県浜松市中区板屋町111-2オークラアクトシティホテル浜松31階,4307733,221309,静岡県,,浜松市,中区,板屋町111-2,オークラアクトシティホテル浜松31階,34.705231,137.735788,7629,その他の専門料理店,,,,,(053)459-0111,,,https://www.act-okura.co.jp/,,,,,,,,,2020-08-14,,
F0082,マルセ,マルセ,,静岡県浜松市中区田町328-2第2高見ビル2F東,4300944,221309,静岡県,,浜松市,中区,田町328-2,第2高見ビル2F東,34.707647,137.732573,7651,酒場，ビヤホール,,,,,(053)458-7011,,,,,,,,,,,,2020-08-17,,
F0078,えんてつダイニング　〈牛兵衛 草庵　浜松遠鉄店〉,エンテツダイニングギュウベイソウアンハママツエンテツテン,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7625,焼き肉店,,,,,(053)401-4129,,,,,,,,,,,,2020-08-14,,
F0077,8FEET,エイトフィート,,静岡県浜松市中区砂山町325-20水谷ビルB1F,4300926,221309,静岡県,,浜松市,中区,砂山町325-20,水谷ビルB1F,34.702981,137.735999,7651,酒場，ビヤホール,,,,,(053)453-7501,,,,,,,,,,,,2020-08-14,,
F0076,えんてつダイニング　〈さわやか　浜松遠鉄店〉,エンテツダイニングサワヤカハママツエンテツテン,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7629,その他の専門料理店,,,,,(053)456-3113,,,,,,,,,,,,2020-08-14,,
F0075,nana's green tea　遠鉄百貨店,ナナズグリーンティエンテツヒャッカテン,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7671,喫茶店,,,,,(053)415-9092,,,,,,,,,,,,2020-08-14,,
F0070,鮨和,スシカズ,,静岡県浜松市中区鍛冶町2-7,4300933,221309,静岡県,,浜松市,中区,鍛冶町2-7,,34.703344,137.732212,7641,すし店,,,,,(053)454-6662,,,,,,,,,,,,2020-08-19,,
F0069,はまきたプラザホテル　ビアガーデン・ビアホール,ハマキタプラザホテルビアガーデンビアホール,,静岡県浜松市浜北区貴布祢458-1,4340038,221309,静岡県,,浜松市,浜北区,貴布祢458-1,,34.796570,137.789717,7651,酒場，ビヤホール,,,,,(053)586-2121,,,https://kanehara.co.jp/,,,,,,,,,2020-08-18,,
F0067,紅すゞめ,ベニスズメ,,静岡県浜松市中区板屋町683,4300928,221309,静岡県,,浜松市,中区,板屋町683,,34.706650,137.735357,7621,日本料理店,,,,,(053)452-1590,,,https://www.benisuzume.co.jp/,,,,,,,,,2020-08-17,,
F0066,凜や　葵西店,リンヤアオイニシテン,,静岡県浜松市中区葵西5-2-2,4380078,221309,静岡県,,浜松市,中区,葵西5-2-2,,34.775267,137.705615,7651,酒場，ビヤホール,,,,,(053)430-1881,,,,,,,,,,,,2020-08-14,,
F0065,凜や　住吉店,リンヤスミヨシテン,,静岡県浜松市中区住吉2-8-21,4300906,221309,静岡県,,浜松市,中区,住吉2-8-21,,34.730074,137.727433,7651,酒場，ビヤホール,,,,,(053)476-2888,,,,,,,,,,,,2020-08-14,,
F0064,和食と釜めし かなざわ,ワショクトカマメシカナザワ,,静岡県浜松市西区雄踏町宇布見4061-5,4310102,221309,静岡県,,浜松市,西区,雄踏町宇布見4061-5,,34.697593,137.645906,7621,日本料理店,,,,,(053)596-3035,,,http://kamamesi.zashiki.com/,,,,,,,,,2020-08-17,,
F0062,ごんまるとごん讃　アクトタワー店,ゴンマルトゴンザアクトタワーテン,,静岡県浜松市中区板屋町111-2浜松アクトタワーB1,4300928,221309,静岡県,,浜松市,中区,板屋町111-2,浜松アクトタワーB1,34.705231,137.735788,7651,酒場，ビヤホール,,,,,(053)459-6150,,,http://www.gonmal.com/,,,,,,,,,2020-08-14,,
F0060,がむしゃら,ガムシャラ,,静岡県浜松市中区肴町314-26 松作ビル3F,4300932,221309,静岡県,,浜松市,中区,肴町314-26,松作ビル3F,34.706924,137.728602,7651,酒場，ビヤホール,,,,,(053)453-5700,,,,,,,,,,,,2020-08-17,,
F0059,ひだまりCafeえむ,ヒダマリカフェエム,,静岡県浜松市浜北区内野1501MハイツII209号室,4340044,221309,静岡県,,浜松市,浜北区,内野1501,MハイツII209号室,34.776848,137.756832,7671,喫茶店,,,,,(053)585-2103,,,https://hidamaricafeemu.hamazo.tv/,,,,,,,,,2020-08-17,,
F0056,海鮮と産地鶏の炭火焼　うお鶏　浜松店,カイセントサンチドリノスミビヤキウオトリハママツテン,,静岡県浜松市中区鍛冶町140浜松イズムCビル　B1F,4300933,221309,静岡県,,浜松市,中区,鍛冶町140,浜松イズムCビル　B1F,34.704039,137.731659,7651,酒場，ビヤホール,,,,,(053)455-3833,,,https://uotori-hamamatsu.owst.jp/,,,,,,,,,2020-08-14,,
F0054,浜松　とんとん庵,ハママツトントンアン,,静岡県浜松市東区有玉北町194-1,4313121,221309,静岡県,,浜松市,東区,有玉北町194-1,,34.773232,137.758988,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)424-8862,,,https://www.kamean.com/,,,,,,,,,2020-08-14,,
F0052,亀庵総本店　西塚店,カメアンソウホンテンニシヅカテン,,静岡県浜松市東区西塚町94-1,4350044,221309,静岡県,,浜松市,東区,西塚町94-1,,34.718874,137.759011,7631,そば・うどん店,,,,,(053)467-2200,,,https://www.kamean.com/,,,,,,,,,2020-08-14,,
F0048,遠鉄百貨店　〈コルティーレ カフェ〉,エンテツヒャッカテンコルティーレカフェ,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7671,喫茶店,,,,,(053)457-6034,,,,,,,,,,,,2020-08-14,,
F0047,えんてつダイニング　〈サロン　卵と私〉　浜松遠鉄店,エンテツダイニングサロンタマゴトワタシ,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-5470,,,,,,,,,,,,2020-08-14,,
F0046,えんてつダイニング　〈洋麺屋　五右衛門〉,エンテツヒャッカテンヨウメンヤゴエモン,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7629,その他の専門料理店,,,,,(053)457-5490,,,,,,,,,,,,2020-08-14,,
F0045,遠鉄百貨店　E PRONTO浜松UP-ON店,エンテツヒャッカテンイープロントハママツアップオンテン,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-5851,,,,,,,,,,,,2020-08-14,,
F0044,えんてつダイニング　〈ザ　ハイミール　ダイナー〉,エンテツダイニングザハイミールダイナー,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)482-8838,,,,,,,,,,,,2020-08-14,,
F0043,えんてつダイニング　〈越後叶家　浜松遠鉄百貨店〉,エンテツダイニングエチゴカノウヤ,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7631,そば・うどん店,,,,,(053)457-5465,,,,,,,,,,,,2020-08-14,,
F0042,えんてつダイニング　〈鼎'S　by JIN DIN ROU 浜松遠鉄百貨店〉,エンテツダイニングディンズバイジンディンロウ,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7623,中華料理店,,,,,(053)543-5800,,,,,,,,,,,,2020-08-14,,
F0041,えんてつダイニング　〈うなぎ　徳〉,エンテツダイニングウナギトク,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7629,その他の専門料理店,,,,,(053)488-5109,,,,,,,,,,,,2020-08-14,,
F0040,えんてつダイニング　〈おぼんdeごはん〉浜松遠鉄店,エンテツダイニングオボンデゴハンハママツエンテツテン,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)543-7070,,,,,,,,,,,,2020-08-14,,
F0039,えんてつダイニング　〈浜松餃子　錦華〉,エンテツダイニングハママツギョウザキンカ,,静岡県浜松市中区砂山町320-2,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,,34.703839,137.733401,7629,その他の専門料理店,,,,,(053)457-5520,,,,,,,,,,,,2020-08-14,,
F0037,猪八,イノハチ,,静岡県浜松市中区旭町10-8浜松駅前ビル1F,4300927,221309,静岡県,,浜松市,中区,旭町10-8,浜松駅前ビル1F,34.704989,137.732978,7651,酒場，ビヤホール,,,,,(053)454-6464,,,,,,,,,,,,2020-08-18,,
F0036,りょうぶん橋を渉って,リョウブンバシヲワタッテ,,静岡県浜松市中区板屋町110-17ホテルクラウンパレス浜松B1F,4300928,221309,静岡県,,浜松市,中区,板屋町110-17,ホテルクラウンパレス浜松B1F,34.706193,137.734726,7651,酒場，ビヤホール,,,,,(053)413-0345,,,,,,,,,,,,2020-08-18,,
F0032,魚料理専門　魚魚一,サカナリョウリセンモンテントトイチ,,静岡県浜松市中区肴町318-28ペッシェビル3階,4300932,221309,静岡県,,浜松市,中区,肴町318-28,ペッシェビル3階,34.706323,137.729157,7621,日本料理店,,,,,(053)458-6343,,,http://www.totoichi.com/,,,,,,,,,2020-08-17,,
F0245,彩食酒麺　しゃもじ,サイショクシュメンシャモジ,,静岡県浜松市中区神明町218-16,4300931,221309,静岡県,,浜松市,中区,神明町218-16,,34.708302,137.728246,7624,ラーメン店,,,,,(053)459-3232,,,,,,,,,,,,2020-08-27,,
F0243,喫茶スナックたじま,キッサスナックタジマ,,静岡県浜松市中区元魚町133,4328026,221309,静岡県,,浜松市,中区,元魚町133,,34.703490,137.726799,7671,喫茶店,,,,,(053)454-9002,,,,,,,,,,,,2020-08-27,,
F0236,遠鉄百貨店　キャピタルコーヒー,キャピタルコーヒー,,静岡県浜松市中区砂山町320-2遠鉄百貨店　本館地下1階,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,遠鉄百貨店　本館地下1階,34.703839,137.733401,7671,喫茶店,,,,,(053)457-5454,,,,,,,,,,,,2020-08-26,,
F0235,遠鉄百貨店　鶏三和,トリサンワ,,静岡県浜松市中区砂山町320-2遠鉄百貨店　本館地下1階,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,遠鉄百貨店　本館地下1階,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-5574,,,,,,,,,,,,2020-08-26,,
F0234,遠鉄百貨店　カレーハウス　サンマルコ,サンマルコ,,静岡県浜松市中区砂山町320-2遠鉄百貨店　本館地下1階,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,遠鉄百貨店　本館地下1階,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-5485,,,,,,,,,,,,2020-08-26,,
F0233,遠鉄百貨店　フォションカフェ,ファションカフェ,,静岡県浜松市中区旭町12-1遠鉄百貨店　新館地下1階,4300927,221309,静岡県,,浜松市,中区,旭町12-1,遠鉄百貨店　新館地下1階,34.704320,137.732876,7671,喫茶店,,,,,(053)457-5457,,,,,,,,,,,,2020-08-26,,
F0232,遠鉄百貨店　たこ八,タコハチ,,静岡県浜松市中区砂山町320-2遠鉄百貨店　本館地下1階,4308588,221309,静岡県,,浜松市,中区,砂山町320-2,遠鉄百貨店　本館地下1階,34.703839,137.733401,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)457-5450,,,,,,,,,,,,2020-08-26,,
F0231,EL THE BAR THE LOUNGE,エルザバーザラウンジ,,静岡県浜松市中区肴町317-4,4300932,221309,静岡県,,浜松市,中区,肴町317-4,,34.706869,137.729557,7661,バー，キャバレー，ナイトクラブ,,,,,(053)548-7255,,,,,,,,,,,,2020-08-27,,
F0230,倉式珈琲,クラシキコーヒー,,静岡県浜松市西区志都呂2-37-1二階257,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,二階257,34.697180,137.649390,7671,喫茶店,,,,,(053)541-2347,,,,,,,,,,,,2020-08-27,,
F0227,焼肉　ひふみ,ヤキニクヒフミ,,静岡県浜松市中区文丘町2-8,4328004,221309,静岡県,,浜松市,中区,文丘町2-8,,34.723003,137.713630,7625,焼き肉店,,,,,(053)488-4001,,,http://yakinikuhifumi.com/,,,,,,,,,2020-08-26,,
F0226,濱松たんと本店,ハママツタントホンテン,,静岡県浜松市中区田町330-1マビーセブン1F,4300944,221309,静岡県,,浜松市,中区,田町330-1,マビーセブン1F,34.706897,137.731509,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)450-6622,,,http://www.tanto-otabe.com/,,,,,,,,,2020-08-26,,
F0225,フェリーチェ,フェリーチェ,,静岡県浜松市天竜区山東2799-1,4313303,221309,静岡県,,浜松市,天竜区,山東2799-1,,34.877546,137.822617,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)925-7502,,,,,,,,,,,,2020-08-27,,
F0222,アンジェラス,アンジェラス,,静岡県浜松市中区田町326-25KJスクエアー1F,4300944,221309,静岡県,,浜松市,中区,田町326-25,KJスクエアー1F,34.707670,137.731608,7699,他に分類されない飲食店,,,,,(053)454-7550,,,,,,,,,,,,2020-08-26,,
F0221,鳥料理　鳥浜,トリリョウリトリハマ,,静岡県浜松市中区千歳町44-1,4300934,221309,静岡県,,浜松市,中区,千歳町44-1,,34.703272,137.730112,7629,その他の専門料理店,,,,,(053)452-2255,,,http://torihama.com/,,,,,,,,,2020-08-25,,
F0219,だるま製麺所,ダルマセイメンジョ,,静岡県浜松市東区原島町290-1,4350047,221309,静岡県,,浜松市,東区,原島町290-1,,34.729640,137.771820,7624,ラーメン店,,,,,,,,,,,,,,,,,2020-08-27,,
F0218,ダイニングあみ,ダイニングアミ,,静岡県浜松市中区元城町222-2元城ビル1F,4300946,221309,静岡県,,浜松市,中区,元城町222-2,元城ビル1F,34.709254,137.728577,7651,酒場，ビヤホール,,,,,(053)458-6110,,,,,,,,,,,,2020-08-25,,
F0217,和風ダイニング　さくら,ワフウダイニングサクラ,,静岡県浜松市中区元城町222-2元城ビル1F,4300946,221309,静岡県,,浜松市,中区,元城町222-2,元城ビル1F,34.709254,137.728577,7651,酒場，ビヤホール,,,,,(053)458-5101,,,,,,,,,,,,2020-08-25,,
F0215,和牛焼肉ぐりぐら,ワギュウヤキニクグリグラ,,静岡県浜松市中区田町323-11オーリットビル2F西,4300944,221309,静岡県,,浜松市,中区,田町323-11,オーリットビル2F西,34.707132,137.730307,7625,焼き肉店,,,,,(053)522-9202,,,https://wagyuyakinikugurigura.owst.jp/,,,,,,,,,2020-08-25,,
F0214,めん処杢屋　浜松入野店,メンドコロモクヤ,,静岡県浜松市西区入野町836,4328061,221309,静岡県,,浜松市,西区,入野町836,,34.697283,137.697079,7631,そば・うどん店,,,,,(053)447-1280,,,https://www.mokuya.co.jp/,,,,,,,,,2020-08-25,,
F0213,オリーブチャオ,オリーブチャオ,,静岡県浜松市西区志都呂2-37-1イオンモール浜松志都呂店1階,4328069,221309,静岡県,,浜松市,西区,志都呂2-37-1,イオンモール浜松志都呂店1階,34.697180,137.649390,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)541-2564,,,,,,,,,,,,2020-08-26,,
F0212,酉泰別邸,トリヤスベッテイ,,静岡県浜松市中区肴町323-3,4300932,221309,静岡県,,浜松市,中区,肴町323-3,,34.707141,137.730105,7651,酒場，ビヤホール,,,,,(053)454-5188,,,https://toriyasu-bettei.owst.jp/,,,,,,,,,2020-08-24,,
F0210,日本料理『堂満』,ドウマン,,静岡県浜松市中区元城町109-18,4300946,221309,静岡県,,浜松市,中区,元城町109-18,,34.713955,137.726609,7611,食堂，レストラン（専門料理店を除く）,,,,,(053)487-0990,,,https://www.concorde.co.jp/restaurant/,,,,,,,,,2020-08-27,,
